"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"45781",2016,"HI","Combined Heat and Power, Industrial Power","Hydro",37720
"45783",2016,"HI","Combined Heat and Power, Industrial Power","Petroleum",194504
"45785",2016,"HI","Combined Heat and Power, Commercial Power","Total",405150
"45787",2016,"HI","Combined Heat and Power, Commercial Power","Petroleum",3391
"45789",2016,"HI","Combined Heat and Power, Electric Power","Total",2808236
"45790",2016,"HI","Combined Heat and Power, Electric Power","Coal",1491854
"45792",2016,"HI","Combined Heat and Power, Electric Power","Petroleum",1304008
"45794",2016,"HI","Electric Generators, Independent Power Producers","Total",1162788
"45795",2016,"HI","Electric Generators, Independent Power Producers","Geothermal",260102
"45796",2016,"HI","Electric Generators, Independent Power Producers","Hydro",36288
"45798",2016,"HI","Electric Generators, Independent Power Producers","Petroleum",131172
"45799",2016,"HI","Electric Generators, Independent Power Producers","Solar",44843
"45801",2016,"HI","Electric Generators, Independent Power Producers","Wind",639127
"45802",2016,"HI","Electric Generators, Electric Utilities","Total",5218132
"45803",2016,"HI","Electric Generators, Electric Utilities","Hydro",16841
"45805",2016,"HI","Electric Generators, Electric Utilities","Petroleum",5007241
"45806",2016,"HI","Electric Generators, Electric Utilities","Solar",43668
"45808",2016,"IA","Total Electric Power Industry","Total",54392507
"45809",2016,"IA","Total Electric Power Industry","Coal",25198347
"45810",2016,"IA","Total Electric Power Industry","Hydro",916789
"45811",2016,"IA","Total Electric Power Industry","Natural Gas",2960947
"45812",2016,"IA","Total Electric Power Industry","Nuclear",4702665
"45814",2016,"IA","Total Electric Power Industry","Petroleum",277773
"45815",2016,"IA","Total Electric Power Industry","Solar",151
"45817",2016,"IA","Total Electric Power Industry","Wind",20071999
"45818",2016,"IA","Total Electric Power Industry","Wood",1045
"45819",2016,"IA","Combined Heat and Power, Industrial Power","Total",1944475
"45820",2016,"IA","Combined Heat and Power, Industrial Power","Coal",1630768
"45821",2016,"IA","Combined Heat and Power, Industrial Power","Natural Gas",212861
"45823",2016,"IA","Combined Heat and Power, Industrial Power","Petroleum",33405
"45825",2016,"IA","Combined Heat and Power, Industrial Power","Wood",0
"45826",2016,"IA","Combined Heat and Power, Commercial Power","Total",231966
"45827",2016,"IA","Combined Heat and Power, Commercial Power","Coal",87550
"45828",2016,"IA","Combined Heat and Power, Commercial Power","Natural Gas",87416
"45829",2016,"IA","Combined Heat and Power, Commercial Power","Petroleum",5882
"45831",2016,"IA","Combined Heat and Power, Commercial Power","Wind",4094
"45832",2016,"IA","Combined Heat and Power, Commercial Power","Wood",1045
"45833",2016,"IA","Combined Heat and Power, Electric Power","Total",4058
"45835",2016,"IA","Electric Generators, Independent Power Producers","Total",12131586
"45836",2016,"IA","Electric Generators, Independent Power Producers","Hydro",8002
"45837",2016,"IA","Electric Generators, Independent Power Producers","Natural Gas",21
"45838",2016,"IA","Electric Generators, Independent Power Producers","Nuclear",4702665
"45839",2016,"IA","Electric Generators, Independent Power Producers","Petroleum",655
"45841",2016,"IA","Electric Generators, Independent Power Producers","Wind",7297596
"45842",2016,"IA","Electric Generators, Electric Utilities","Total",40080421
"45843",2016,"IA","Electric Generators, Electric Utilities","Coal",23480029
"45844",2016,"IA","Electric Generators, Electric Utilities","Hydro",908787
"45845",2016,"IA","Electric Generators, Electric Utilities","Natural Gas",2660650
"45846",2016,"IA","Electric Generators, Electric Utilities","Petroleum",237831
"45847",2016,"IA","Electric Generators, Electric Utilities","Solar",151
"45849",2016,"IA","Electric Generators, Electric Utilities","Wind",12770309
"45850",2016,"IA","Electric Generators, Electric Utilities","Wood",0
"45851",2016,"ID","Total Electric Power Industry","Total",15660938
"45852",2016,"ID","Total Electric Power Industry","Coal",29188
"45853",2016,"ID","Total Electric Power Industry","Geothermal",71995
"45854",2016,"ID","Total Electric Power Industry","Hydro",9033272
"45855",2016,"ID","Total Electric Power Industry","Natural Gas",3321462
"45857",2016,"ID","Total Electric Power Industry","Petroleum",183
"45858",2016,"ID","Total Electric Power Industry","Solar",29801
"45860",2016,"ID","Total Electric Power Industry","Wind",2578415
"45861",2016,"ID","Total Electric Power Industry","Wood",413145
"45862",2016,"ID","Combined Heat and Power, Industrial Power","Total",598607
"45863",2016,"ID","Combined Heat and Power, Industrial Power","Coal",29188
"45864",2016,"ID","Combined Heat and Power, Industrial Power","Natural Gas",139847
"45866",2016,"ID","Combined Heat and Power, Industrial Power","Petroleum",0
"45868",2016,"ID","Combined Heat and Power, Industrial Power","Wood",353640
"45869",2016,"ID","Combined Heat and Power, Commercial Power","Total",50583
"45870",2016,"ID","Combined Heat and Power, Commercial Power","Natural Gas",39536
"45871",2016,"ID","Combined Heat and Power, Commercial Power","Petroleum",163
"45873",2016,"ID","Combined Heat and Power, Electric Power","Total",166375
"45874",2016,"ID","Combined Heat and Power, Electric Power","Natural Gas",65841
"45876",2016,"ID","Combined Heat and Power, Electric Power","Wood",59505
"45877",2016,"ID","Electric Generators, Independent Power Producers","Total",4850359
"45878",2016,"ID","Electric Generators, Independent Power Producers","Geothermal",71995
"45879",2016,"ID","Electric Generators, Independent Power Producers","Hydro",811866
"45880",2016,"ID","Electric Generators, Independent Power Producers","Natural Gas",1314104
"45881",2016,"ID","Electric Generators, Independent Power Producers","Solar",29801
"45883",2016,"ID","Electric Generators, Independent Power Producers","Wind",2578415
"45884",2016,"ID","Electric Generators, Electric Utilities","Total",9995014
"45885",2016,"ID","Electric Generators, Electric Utilities","Hydro",8221406
"45886",2016,"ID","Electric Generators, Electric Utilities","Natural Gas",1762135
"45887",2016,"ID","Electric Generators, Electric Utilities","Petroleum",20
"45889",2016,"IL","Total Electric Power Industry","Total",187289131
"45890",2016,"IL","Total Electric Power Industry","Coal",59337802
"45891",2016,"IL","Total Electric Power Industry","Hydro",132834
"45892",2016,"IL","Total Electric Power Industry","Natural Gas",17484691
"45893",2016,"IL","Total Electric Power Industry","Nuclear",98607038
"45896",2016,"IL","Total Electric Power Industry","Petroleum",69503
"45897",2016,"IL","Total Electric Power Industry","Solar",48810
"45899",2016,"IL","Total Electric Power Industry","Wind",10663434
"45900",2016,"IL","Total Electric Power Industry","Wood",0
"45901",2016,"IL","Combined Heat and Power, Industrial Power","Total",2675322
"45902",2016,"IL","Combined Heat and Power, Industrial Power","Coal",1501343
"45903",2016,"IL","Combined Heat and Power, Industrial Power","Natural Gas",685763
"45906",2016,"IL","Combined Heat and Power, Industrial Power","Petroleum",6
"45907",2016,"IL","Combined Heat and Power, Industrial Power","Wood",0
"45908",2016,"IL","Combined Heat and Power, Commercial Power","Total",353985
"45909",2016,"IL","Combined Heat and Power, Commercial Power","Coal",20380
"45910",2016,"IL","Combined Heat and Power, Commercial Power","Hydro",1443
"45911",2016,"IL","Combined Heat and Power, Commercial Power","Natural Gas",326269
"45912",2016,"IL","Combined Heat and Power, Commercial Power","Petroleum",1153
"45914",2016,"IL","Combined Heat and Power, Commercial Power","Wind",4741
"45915",2016,"IL","Combined Heat and Power, Electric Power","Total",622802
"45916",2016,"IL","Combined Heat and Power, Electric Power","Natural Gas",610273
"45919",2016,"IL","Electric Generators, Independent Power Producers","Total",178446052
"45920",2016,"IL","Electric Generators, Independent Power Producers","Coal",54397070
"45921",2016,"IL","Electric Generators, Independent Power Producers","Hydro",80056
"45922",2016,"IL","Electric Generators, Independent Power Producers","Natural Gas",14188074
"45923",2016,"IL","Electric Generators, Independent Power Producers","Nuclear",98607038
"45925",2016,"IL","Electric Generators, Independent Power Producers","Petroleum",58858
"45926",2016,"IL","Electric Generators, Independent Power Producers","Solar",46751
"45928",2016,"IL","Electric Generators, Independent Power Producers","Wind",10645920
"45929",2016,"IL","Electric Generators, Electric Utilities","Total",5190971
"45930",2016,"IL","Electric Generators, Electric Utilities","Coal",3419009
"45931",2016,"IL","Electric Generators, Electric Utilities","Hydro",51335
"45932",2016,"IL","Electric Generators, Electric Utilities","Natural Gas",1674312
"45933",2016,"IL","Electric Generators, Electric Utilities","Petroleum",9486
"45934",2016,"IL","Electric Generators, Electric Utilities","Solar",2059
"45936",2016,"IL","Electric Generators, Electric Utilities","Wind",12773
"45937",2016,"IN","Total Electric Power Industry","Total",101759059
"45938",2016,"IN","Total Electric Power Industry","Coal",72533080
"45939",2016,"IN","Total Electric Power Industry","Hydro",426265
"45940",2016,"IN","Total Electric Power Industry","Natural Gas",19995659
"45943",2016,"IN","Total Electric Power Industry","Petroleum",610407
"45944",2016,"IN","Total Electric Power Industry","Solar",225841
"45946",2016,"IN","Total Electric Power Industry","Wind",4899474
"45947",2016,"IN","Total Electric Power Industry","Wood",0
"45948",2016,"IN","Combined Heat and Power, Industrial Power","Total",3183090
"45949",2016,"IN","Combined Heat and Power, Industrial Power","Coal",6538
"45950",2016,"IN","Combined Heat and Power, Industrial Power","Natural Gas",482833
"45953",2016,"IN","Combined Heat and Power, Industrial Power","Petroleum",12008
"45955",2016,"IN","Combined Heat and Power, Commercial Power","Total",279798
"45956",2016,"IN","Combined Heat and Power, Commercial Power","Coal",45961
"45957",2016,"IN","Combined Heat and Power, Commercial Power","Natural Gas",192772
"45959",2016,"IN","Combined Heat and Power, Commercial Power","Petroleum",682
"45961",2016,"IN","Combined Heat and Power, Commercial Power","Wind",745
"45962",2016,"IN","Combined Heat and Power, Electric Power","Total",6542385
"45963",2016,"IN","Combined Heat and Power, Electric Power","Coal",3420670
"45964",2016,"IN","Combined Heat and Power, Electric Power","Natural Gas",3121714
"45965",2016,"IN","Combined Heat and Power, Electric Power","Petroleum",0
"45966",2016,"IN","Electric Generators, Independent Power Producers","Total",5331077
"45967",2016,"IN","Electric Generators, Independent Power Producers","Coal",0
"45968",2016,"IN","Electric Generators, Independent Power Producers","Natural Gas",188440
"45969",2016,"IN","Electric Generators, Independent Power Producers","Petroleum",0
"45970",2016,"IN","Electric Generators, Independent Power Producers","Solar",192901
"45972",2016,"IN","Electric Generators, Independent Power Producers","Wind",4898729
"45973",2016,"IN","Electric Generators, Independent Power Producers","Wood",0
"45974",2016,"IN","Electric Generators, Electric Utilities","Total",86422710
"45975",2016,"IN","Electric Generators, Electric Utilities","Coal",69059912
"45976",2016,"IN","Electric Generators, Electric Utilities","Hydro",426265
"45977",2016,"IN","Electric Generators, Electric Utilities","Natural Gas",16009900
"45980",2016,"IN","Electric Generators, Electric Utilities","Petroleum",597717
"45981",2016,"IN","Electric Generators, Electric Utilities","Solar",32940
"45983",2016,"IN","Electric Generators, Electric Utilities","Wood",0
"45984",2016,"KS","Total Electric Power Industry","Total",47599991
"45985",2016,"KS","Total Electric Power Industry","Coal",23096064
"45986",2016,"KS","Total Electric Power Industry","Hydro",30538
"45987",2016,"KS","Total Electric Power Industry","Natural Gas",2027207
"45988",2016,"KS","Total Electric Power Industry","Nuclear",8246042
"45990",2016,"KS","Total Electric Power Industry","Petroleum",28324
"45991",2016,"KS","Total Electric Power Industry","Solar",2102
"45993",2016,"KS","Total Electric Power Industry","Wind",14110881
"45994",2016,"KS","Combined Heat and Power, Industrial Power","Total",51775
"45995",2016,"KS","Combined Heat and Power, Industrial Power","Natural Gas",51774
"45998",2016,"KS","Electric Generators, Independent Power Producers","Total",13372086
"45999",2016,"KS","Electric Generators, Independent Power Producers","Hydro",30538
"46000",2016,"KS","Electric Generators, Independent Power Producers","Solar",2102
"46002",2016,"KS","Electric Generators, Independent Power Producers","Wind",13280614
"46003",2016,"KS","Electric Generators, Electric Utilities","Total",34176130
"46004",2016,"KS","Electric Generators, Electric Utilities","Coal",23096064
"46005",2016,"KS","Electric Generators, Electric Utilities","Natural Gas",1975433
"46006",2016,"KS","Electric Generators, Electric Utilities","Nuclear",8246042
"46007",2016,"KS","Electric Generators, Electric Utilities","Petroleum",28324
"46008",2016,"KS","Electric Generators, Electric Utilities","Wind",830267
"46009",2016,"KY","Total Electric Power Industry","Total",80273501
"46010",2016,"KY","Total Electric Power Industry","Coal",66822058
"46011",2016,"KY","Total Electric Power Industry","Hydro",3477930
"46012",2016,"KY","Total Electric Power Industry","Natural Gas",8228334
"46014",2016,"KY","Total Electric Power Industry","Petroleum",1218601
"46015",2016,"KY","Total Electric Power Industry","Solar",11732
"46017",2016,"KY","Total Electric Power Industry","Wood",360119
"46018",2016,"KY","Combined Heat and Power, Industrial Power","Total",613232
"46019",2016,"KY","Combined Heat and Power, Industrial Power","Natural Gas",253113
